,date,open,high,low,close,volume
216,2014/4/5,2749,2834.98,2710.02,2820.01,60042.5039
217,2014/4/6,2820.01,2900,2788,2834.8,66267.5472
218,2014/4/7,2834.8,2878,2769.13,2784.06,42217.3324
219,2014/4/8,2783.5,2850,2740.22,2788,53103.3785
220,2014/4/9,2788.96,2826.91,2698.99,2735.66,44155.7305
221,2014/4/10,2738.08,2761,2420.11,2461.9,98381.1513
222,2014/4/11,2462,2710,2223.22,2595.02,162652.2669
223,2014/4/12,2595.02,2781,2593,2680.24,89295.4748
224,2014/4/13,2680.24,2691.01,2530,2545.1,42926.4891
225,2014/4/14,2545.2,2935.99,2505,2860,113346.051
226,2014/4/15,2860.98,3183,2831,3113,172155.8253
227,2014/4/16,3113,3449.21,3101.01,3186.01,164052.7323
228,2014/4/17,3187,3350,3023,3094,115702.4777
229,2014/4/18,3096,3135,2945.98,2974.95,61830.6251
230,2014/4/19,2974.95,3170.07,2912,3085.03,78445.3445
231,2014/4/20,3085,3225.02,3080.09,3103,51983.4406
232,2014/4/21,3103.02,3255,3060.03,3127.19,70586.2523
233,2014/4/22,3128.99,3195,3067.1,3128.5,58486.3822
234,2014/4/23,3128.5,3131.92,3050.18,3065,26268.5614
235,2014/4/24,3065,3115,3019.98,3086.79,44785.3642
236,2014/4/25,3086.76,3155,2658.94,2771,129245.033
237,2014/4/26,2769.96,2867.09,2720,2842,41629.2464
238,2014/4/27,2841.12,2854.98,2772.09,2777.37,18749.6246
239,2014/4/28,2777.38,2782.03,2555,2698,85260.2709
240,2014/4/29,2698,2781.6,2650,2761.98,63492.705
241,2014/4/30,2761.97,2824.8,2660.25,2797.82,70056.6278
242,2014/5/1,2797.95,2859.59,2775.08,2798,30042.8893
243,2014/5/2,2798,2829.98,2715,2737.2,24346.6178
244,2014/5/3,2737.19,2757.46,2683,2695.95,19630.7214
245,2014/5/4,2695.95,2748.92,2664,2701.97,33688.659
246,2014/5/5,2701.92,2719,2636.66,2662.84,21886.3786
247,2014/5/6,2662.72,2712.2,2559.04,2675,56881.0714
248,2014/5/7,2675.46,2747.9,2656,2742.27,41362.5347
249,2014/5/8,2741.03,2810.68,2729.96,2747.75,44898.187
250,2014/5/9,2747.76,2820.95,2723,2815,34402.541
251,2014/5/10,2815.02,2843.95,2785.1,2797.46,26809.9683
252,2014/5/11,2797.1,2818,2671.1,2686.02,29948.6299
253,2014/5/12,2686.02,2729.6,2671.5,2720.02,27471.5897
254,2014/5/13,2720.02,2728.99,2688,2699.97,17627.5018
255,2014/5/14,2698.85,2746.88,2694.97,2738.91,23860.0474
256,2014/5/15,2737.52,2790,2730,2773.02,24929.4035
257,2014/5/16,2773.2,2816.33,2730,2790,34926.5566
258,2014/5/17,2789.51,2800,2775.01,2779.97,10225.9483
259,2014/5/18,2780,2785,2757.82,2760,9049.0299
260,2014/5/19,2760.49,2772.45,2749.11,2766.74,12573.9533
261,2014/5/20,2766.63,2891.98,2761.1,2885.06,37096.244
262,2014/5/21,2890,3090,2885,3047.11,52654.8995
263,2014/5/22,3046.82,3199,3026.3,3157.85,60052.7918
264,2014/5/23,3157.86,3376.94,3155.34,3291.41,76075.605
265,2014/5/24,3292.98,3294.98,3184,3215.73,38464.0392
266,2014/5/25,3215.33,3587.16,3203.02,3520,97457.0784
267,2014/5/26,3520,3673.7,3516.94,3607.09,65188.8064
268,2014/5/27,3608.08,3660,3453.97,3520,51994.0269
269,2014/5/28,3515.36,3635.13,3500,3557,42427.263
270,2014/5/29,3557.82,3585,3476.92,3524,27781.0633
271,2014/5/30,3524.02,3801.51,3511,3767.97,54228.0015
272,2014/5/31,3767.97,3899.99,3750.05,3869.03,46528.075
273,2014/6/1,3869.03,4220.03,3864,4135,68975.7135
274,2014/6/2,4134.97,4214.8,3895,3920.73,60568.6377
275,2014/6/3,3920.68,4228,3913,4188,60992.969
276,2014/6/4,4188,4211.01,3756,4020,80286.4041
277,2014/6/5,4019.97,4166,3950.97,4102.99,56241.5518
278,2014/6/6,4102.96,4133.78,4046.32,4099.94,36061.4371
279,2014/6/7,4099.94,4120,4010.8,4080.03,32408.2174
280,2014/6/8,4080.33,4102.25,4060,4071.99,16555.0696
281,2014/6/9,4072.13,4082,4000,4030,21529.6994
282,2014/6/10,4030,4135,4011,4106.04,24415.7805
283,2014/6/11,4106.05,4144.89,4020,4048.41,33533.8882
284,2014/6/12,4047.02,4064.97,3888,3888,35070.4246
285,2014/6/13,3892.89,3929.55,3700,3791.1,65169.7781
286,2014/6/14,3791.1,3837.95,3580.56,3584.85,50448.6467
287,2014/6/15,3583.06,3674,3505.3,3537.77,58478.4555
288,2014/6/16,3538.98,3789,3528,3729.3,62627.1547
289,2014/6/17,3729.3,3773.11,3716.1,3754.92,23415.0971
290,2014/6/18,3754,3839.19,3745,3788.82,36751.8405
291,2014/6/19,3788.51,3830,3768.11,3773.82,28849.8327
292,2014/6/20,3773.85,3794.9,3678,3700.7,33590.6124
293,2014/6/21,3700.8,3750.65,3657,3730.03,25244.8939
294,2014/6/22,3730.05,3800.65,3716,3775.1,27551.8031
295,2014/6/23,3775.1,3783.53,3643.39,3693.84,37227.9718
296,2014/6/24,3693.75,3725,3660,3715,24982.812
297,2014/6/25,3713.51,3720,3566.94,3593,41311.4267
298,2014/6/26,3593,3614.02,3539.99,3587.44,34057.929
299,2014/6/27,3587.44,3726.99,3585,3706,33207.5347
300,2014/6/28,3706,3810,3676,3746.6,44413.5108
301,2014/6/29,3746.15,3783,3711.03,3721.97,22326.7484
302,2014/6/30,3721.98,3930,3717.36,3873.09,69554.2997
303,2014/7/1,3873.21,4084.99,3867,4027.48,76719.0439
304,2014/7/2,4027.61,4055,3926.64,4039,51491.1399
305,2014/7/3,4039,4075.01,3960,3973.7,48935.6646
306,2014/7/4,3973.67,4018,3911,3938.87,34619.1172
307,2014/7/5,3938,3945,3875.3,3914,24627.1405
308,2014/7/6,3914,3936,3875.12,3906.06,23772.4522
309,2014/7/7,3906.06,3927.88,3811.53,3816.01,26208.2636
310,2014/7/8,3816.01,3876.03,3791.29,3837.31,23077.7379
311,2014/7/9,3837.37,3869.65,3815.48,3831,17196.9931
312,2014/7/10,3832.31,3860,3756,3782.31,21720.2544
313,2014/7/11,3782.63,3886.45,3775,3858.64,22813.8822
314,2014/7/12,3859.86,3919,3836.49,3844.06,20722.1196
315,2014/7/13,3844.06,3920,3836,3864.23,22827.4509
316,2014/7/14,3864,3866.66,3777,3792.16,18253.6866
317,2014/7/15,3792.27,3844,3783.42,3820,13959.9703
318,2014/7/16,3819,3830,3767.09,3785.63,13912.8744
319,2014/7/17,3786.9,3885,3761,3851.06,16570.0405
320,2014/7/18,3854.79,3875.8,3820,3820.47,19030.7888
321,2014/7/19,3820.02,3917,3817.98,3871.01,20925.0574
322,2014/7/20,3871.45,3880.05,3830.48,3837.25,7889.8574
323,2014/7/21,3837.26,3850,3815,3842,11001.2584
324,2014/7/22,3841.97,3865,3824,3837.26,9779.4105
325,2014/7/23,3836.26,3846.6,3830,3842,5987.5281
326,2014/7/24,3842.14,3843.5,3701.11,3733,21319.2551
327,2014/7/25,3733.9,3760.6,3701,3717.66,16757.1738
328,2014/7/26,3717.57,3725,3659.98,3672.47,18479.64
329,2014/7/27,3672.83,3713.17,3667.62,3681.95,12313.1679
330,2014/7/28,3682.12,3685,3564.44,3595.38,29859.5528
331,2014/7/29,3595.81,3639.1,3566,3591.17,21429.9119
332,2014/7/30,3592.68,3610,3523.1,3553.33,16411.8541
333,2014/7/31,3554.71,3645,3468,3601.99,45888.1989
334,2014/8/1,3599.21,3705.43,3595.07,3703,39535.4111
335,2014/8/2,3698.48,3703.6,3607.57,3612.75,31245.5382
336,2014/8/3,3612.65,3642,3567.46,3633.16,16157.2487
337,2014/8/4,3633.14,3655,3605,3643.07,15103.953
338,2014/8/5,3643.07,3655,3592.83,3614.49,21769.1962
339,2014/8/6,3615.33,3638.88,3606,3617.57,12856.2842
340,2014/8/7,3617.57,3645,3606,3630.84,11651.9168
341,2014/8/8,3629.44,3733.09,3627.13,3659.48,23943.0516
342,2014/8/9,3658.57,3667.2,3611.64,3629.81,10030.9648
343,2014/8/10,3629.81,3670,3615.3,3637.86,23960.1954
344,2014/8/11,3637.93,3648.24,3615,3616.35,9670.1029
345,2014/8/12,3615.53,3624.8,3450.87,3480.16,38746.0794
346,2014/8/13,3478.73,3529,3207.01,3290,38582.1798
347,2014/8/14,3290,3346.23,3040.03,3092,61935.8731
348,2014/8/15,3092.03,3180,3039.97,3057,43026.6009
349,2014/8/16,3056.91,3137.98,2895.79,3093.03,57408.3217
350,2014/8/17,3093.02,3216.98,2965.1,3008.97,39269.7489
351,2014/8/18,3007.21,3027.34,2751,2843.49,54230.6037
352,2014/8/19,2843.54,2945.34,2769.39,2904.96,46927.2486
353,2014/8/20,2904.96,3147.49,2862.51,3121.23,57224.7303
354,2014/8/21,3120.01,3290,3067,3183.24,65607.8792
355,2014/8/22,3183.24,3209.77,3057.97,3188.03,44465.4229
356,2014/8/23,3188.03,3189.87,3043,3079.87,32038.4153
357,2014/8/24,3079.87,3109.99,3021,3079.63,22513.768
358,2014/8/25,3079.88,3150.05,3052.6,3072.66,19541.6673
359,2014/8/26,3072.66,3155.9,3055.89,3133.79,25851.989
360,2014/8/27,3134.78,3230,3120,3155.17,30614.227
361,2014/8/28,3155.17,3190.6,3105.21,3110.65,21949.4491
362,2014/8/29,3110.7,3155,3086,3129.46,20239.2363
363,2014/8/30,3129.48,3142,3081,3083.88,12594.7483
364,2014/8/31,3083.88,3099.08,2967,2986.94,18085.997
365,2014/9/1,2987.99,2998,2890,2941.33,25419.9207
366,2014/9/2,2941.96,2948.75,2874.97,2930,20869.1481
367,2014/9/3,2929.89,2959.51,2903.31,2924.93,16548.2421
368,2014/9/4,2924,3035,2900,3011.99,20652.8417
369,2014/9/5,3011.27,3028.05,2960.99,2977.73,20461.9913
370,2014/9/6,2976.51,2990.22,2950,2972.17,11877.7257
371,2014/9/7,2972.17,2990.36,2958.6,2974,10674.2133
372,2014/9/8,2974,2978,2881,2916.76,18674.0329
373,2014/9/9,2916.88,2945,2857.03,2879,20915.4789
374,2014/9/10,2878.93,2969.57,2870,2952.8,23244.9344
375,2014/9/11,2953.4,2962,2911,2924.9,17472.5197
376,2014/9/12,2924.9,2930,2891,2920,18946.4846
377,2014/9/13,2919.9,2943.55,2910,2930.8,14444.6986
378,2014/9/14,2930.8,2940,2906.03,2924.59,15273.4104
379,2014/9/15,2924.26,2927.99,2902,2916.58,10866.7689
380,2014/9/16,2916.42,2920,2865,2870.6,14026.4502
381,2014/9/17,2870.43,2879.85,2811.81,2827.12,16351.2529
382,2014/9/18,2826.11,2829.49,2645.13,2679.52,31913.0637
383,2014/9/19,2679.45,2679.45,2358,2465.49,78676.4809
384,2014/9/20,2465.8,2615.48,2366,2565.55,59425.6675
385,2014/9/21,2564,2608.46,2415,2474.16,65984.6933
386,2014/9/22,2473.81,2505.66,2432,2464.18,38757.1833
387,2014/9/23,2464.32,2497.06,2410,2436.09,33279.3671
388,2014/9/24,2437.92,2735,2420.11,2623,73839.4577
389,2014/9/25,2623,2639.99,2504.66,2527.03,41772.6781
390,2014/9/26,2528.31,2547.2,2440,2472,32487.4772
391,2014/9/27,2472.68,2490,2420.95,2422,24966.4755
392,2014/9/28,2421.98,2455,2345.1,2360,29178.1713
393,2014/9/29,2359.99,2375.5,2275,2350,50546.0663
394,2014/9/30,2349.99,2377,2294.52,2360.83,37649.7158
395,2014/10/1,2360.83,2428.99,2340,2348.32,44967.6663
396,2014/10/2,2348.32,2365,2290,2297.4,25149.1506
397,2014/10/3,2297.45,2320,2256.21,2265.39,33801.71
398,2014/10/4,2265.39,2278,2089.01,2089.87,65417.9027
399,2014/10/5,2089.01,2120,1850,1861.25,131376.2354
400,2014/10/6,1864.95,2117,1818.18,2096.86,180533.3985
401,2014/10/7,2095.23,2136.03,1986,2020.99,121173.6192
402,2014/10/8,2020.95,2120,2000,2110.21,106711.9699
403,2014/10/9,2110.21,2333.45,2079.03,2304.46,143564.0775
404,2014/10/10,2304.41,2315.99,2183.1,2189.03,135669.9622
405,2014/10/11,2190.05,2270.99,2153.21,2165.1,79176.9218
406,2014/10/12,2165.07,2235,2159.83,2216.83,58910.796
407,2014/10/13,2216.83,2331.98,2208,2299.01,98065.6504
408,2014/10/14,2299.34,2496.23,2255.01,2452.08,142000.0609
409,2014/10/15,2452.11,2495,2383.09,2403,93478.6866
410,2014/10/16,2403,2451.7,2318.12,2339.98,74263.9756
411,2014/10/17,2338.11,2361.55,2285.59,2316.03,74326.0867
412,2014/10/18,2315.11,2394,2260,2370,85887.8233
413,2014/10/19,2370,2423,2352.75,2389.15,52287.7132
414,2014/10/20,2389.15,2394,2326.1,2356,65524.9518
415,2014/10/21,2354.92,2388.78,2322,2372.28,52218.9754
416,2014/10/22,2372.28,2374.99,2318.35,2338.44,42961.7645
417,2014/10/23,2338.44,2341.97,2191.24,2205,93437.7877
418,2014/10/24,2205.05,2220,2158,2194.26,66438.6987
419,2014/10/25,2194.5,2199.7,2090,2139.34,93121.3365
420,2014/10/26,2139.45,2190.09,2112,2139,59961.6949
421,2014/10/27,2139,2175.92,2106.17,2170.2,80765.0265
422,2014/10/28,2171.57,2184,2130,2143,72978.428
423,2014/10/29,2143,2155,2066.13,2076,78943.5353
424,2014/10/30,2076.42,2082.51,2037,2046.26,62660.6631
425,2014/10/31,2046.27,2142,2035.48,2067.55,82067.8198
426,2014/11/1,2067.36,2090,1963.19,1988,76825.0877
427,2014/11/2,1988,2010,1948.95,1968,39805.5134
428,2014/11/3,1968,2034.08,1967,1976,64222.8648
429,2014/11/4,1975.34,2008.87,1952.52,1977.54,107179.9247
430,2014/11/5,1977.43,2069,1965,2054,151940.7254
431,2014/11/6,2054.9,2124.8,2052,2122.51,80860.81
432,2014/11/7,2122.51,2149.98,2079.24,2086.96,204807.1945
433,2014/11/8,2086.97,2130,2080,2085.34,58112.3268
434,2014/11/9,2085.35,2195,2085.31,2179,63091.3115
435,2014/11/10,2179,2286,2175,2268,151084.728
436,2014/11/11,2267.97,2283.78,2217.37,2232,78463.2276
437,2014/11/12,2232,2478.75,2216.13,2463.25,150008.2649
438,2014/11/13,2463.15,2958.11,2460,2688.61,255566.8819
439,2014/11/14,2689.04,2697,2332,2443.92,202885.7499
440,2014/11/15,2443.92,2495,2275.84,2312.76,109329.2846
441,2014/11/16,2313.32,2395,2255.9,2306.83,101711.5049
442,2014/11/17,2307.07,2524.54,2305.5,2451,119029.9035
443,2014/11/18,2451,2458.35,2277,2326.14,115315.9513
444,2014/11/19,2326.96,2383,2294.99,2322.75,74185.0344
445,2014/11/20,2322.75,2346.48,2187.1,2208.34,77503.0191
446,2014/11/21,2210.01,2223,2102.91,2155.11,80916.6163
447,2014/11/22,2155.1,2226.92,2142,2177.05,70099.1633
448,2014/11/23,2177.93,2211.89,2145,2192.17,45621.9418
449,2014/11/24,2191.65,2354,2190.01,2325.35,117952.9395
450,2014/11/25,2325.34,2455.9,2319,2334.06,157176.275
451,2014/11/26,2333.08,2339,2245.33,2299.22,99527.9407
452,2014/11/27,2299.9,2310,2250,2264.32,67665.6555
453,2014/11/28,2263.44,2300,2195.01,2283.9,87657.6006
454,2014/11/29,2283.76,2391,2280,2347.68,119310.5798
455,2014/11/30,2347.68,2365,2286.04,2306.02,60636.5247
456,2014/12/1,2306.06,2369.99,2295,2339.4,70039.1963
457,2014/12/2,2339.36,2381.91,2328.11,2369.35,60347.7915
458,2014/12/3,2369.76,2378,2293,2327.33,55141.4801
459,2014/12/4,2327.92,2340,2271,2288.24,65717.9568
460,2014/12/5,2288.95,2324,2260.01,2313.78,71943.6294
461,2014/12/6,2313.78,2345.61,2281.23,2313.6,74957.8525
462,2014/12/7,2314.04,2318.17,2296.91,2315.9,23837.2259
463,2014/12/8,2315.17,2316.14,2236.04,2263,100597.7269
464,2014/12/9,2263.05,2277.7,2102,2155.22,120282.2738
465,2014/12/10,2155.12,2195,2132.39,2152.35,53168.7243
466,2014/12/11,2152.33,2261.63,2060,2194.28,98731.2562
467,2014/12/12,2193.68,2199.55,2132.28,2168.09,60998.1958
468,2014/12/13,2168.09,2198,2125,2149,55305.6488
469,2014/12/14,2149,2169,2130.11,2152.2,34465.2275
470,2014/12/15,2152.2,2184.04,2140,2153.41,39884.3932
471,2014/12/16,2153.42,2158.44,2042.49,2074.43,93379.6265
472,2014/12/17,2074.31,2084.72,1955.5,1974.67,107771.3648
473,2014/12/18,1974.67,2030,1875,1920.78,116443.5854
474,2014/12/19,1920.73,1960,1896.11,1938.17,58187.0657
475,2014/12/20,1938.2,2046.1,1933,2025.78,88382.6181
476,2014/12/21,2025.79,2041.7,1985.03,2015.6,39528.4319
477,2014/12/22,2015.91,2098,1993,2065.45,67305.857
478,2014/12/23,2065.49,2109,2050.3,2084.1,79876.6088
479,2014/12/24,2084.2,2096,2056.36,2061.64,30954.4293
480,2014/12/25,2061.64,2061.64,1961,1983.97,62323.4921
481,2014/12/26,1983.98,2018,1958.21,2011.81,42937.806
482,2014/12/27,2012.13,2070,1934,1947.55,70415.6515
483,2014/12/28,1947.01,1974.99,1921,1955.69,44876.5789
484,2014/12/29,1955.28,1990,1935,1952.72,81534.7039
485,2014/12/30,1952.72,1954.9,1903.33,1929.37,31819.6384
486,2014/12/31,1929.4,1945,1909.05,1943.9,37004.5176
487,2015/1/1,1943.91,1969.91,1938.59,1950.06,31000.0025
488,2015/1/2,1950.06,1952.49,1935,1944.6,18308.5936
489,2015/1/3,1944.63,1949.8,1845,1862.99,59296.4414
490,2015/1/4,1862.55,1871.98,1582.5,1624,129218.2208
491,2015/1/5,1625.07,1725,1606,1685,106866.0401
492,2015/1/6,1685.27,1715,1646.3,1691.42,68225.6243
493,2015/1/7,1691.04,1778.52,1688.85,1759,93107.4737
494,2015/1/8,1759,1815,1725,1738.73,75126.3116
495,2015/1/9,1738.73,1763,1713,1739.23,43357.1304
496,2015/1/10,1739.48,1773.03,1666,1682.02,73371.7855
497,2015/1/11,1681.12,1705,1635,1645,45331.9176
498,2015/1/12,1644.74,1686.45,1613,1679.2,68661.7661
499,2015/1/13,1679.23,1686.15,1412,1441.1,143175.5533
500,2015/1/14,1441.01,1456,900,1181.01,235165.0616
501,2015/1/15,1182.92,1349,1015.04,1289,209833.5455
502,2015/1/16,1289,1361.17,1202,1269.95,139624.516
503,2015/1/17,1269.81,1300.03,1170,1206.69,117195.257
504,2015/1/18,1206.69,1361,1180,1295,111440.8228
505,2015/1/19,1294.96,1344,1248,1282.92,91090.1
506,2015/1/20,1282.93,1325,1249.99,1293.69,88771.2381
507,2015/1/21,1293.77,1320,1283.55,1305.44,43573.2272
508,2015/1/22,1305.44,1466,1303.64,1424.06,118368.1585
509,2015/1/23,1424.06,1450,1375,1422.17,92836.429
510,2015/1/24,1422.17,1509.95,1408.61,1498,84361.3793
511,2015/1/25,1498,1580,1490.1,1512.94,119847.4367
512,2015/1/26,1512.61,1920.65,1502,1665,292829.962
513,2015/1/27,1664.15,1704.98,1551,1614.16,159708.0003
514,2015/1/28,1614.17,1667.8,1564.35,1583.02,96943.7306
515,2015/1/29,1583.02,1594.65,1370,1435.28,123461.2128
516,2015/1/30,1435.27,1513,1403,1423.07,90882.3771
517,2015/1/31,1423.07,1461.95,1390,1426.49,77681.3441
518,2015/2/1,1426.15,1438,1305.77,1343.8,87268.9409
519,2015/2/2,1343.67,1454.17,1343,1395.72,114337.3408
520,2015/2/3,1395.72,1553.3,1387.65,1482.28,128633.8523
521,2015/2/4,1482.28,1494.24,1364.29,1398.51,93945.1635
522,2015/2/5,1398.51,1430,1337.64,1344.83,76316.7558
523,2015/2/6,1343.06,1401.81,1327.91,1401.77,80403.1867
524,2015/2/7,1401.81,1434,1377,1395.04,79141.7385
525,2015/2/8,1395.86,1424,1362.5,1370.99,67343.9518
526,2015/2/9,1370.99,1399,1345,1365.08,61716.7599
527,2015/2/10,1365.08,1379.66,1336.9,1345.96,43358.5083
528,2015/2/11,1345.96,1403,1344.64,1379.01,51119.123
529,2015/2/12,1379.28,1389.85,1346.4,1366,41961.0542
530,2015/2/13,1366,1499.07,1358.12,1488.87,71678.3393
531,2015/2/14,1489.42,1575,1462.9,1544.53,85692.4531
532,2015/2/15,1544.9,1675.85,1506.94,1530.56,123816.7469
533,2015/2/16,1530.95,1545.01,1406.49,1464.44,84952.4365
534,2015/2/17,1464.45,1498,1444,1490.29,56970.29
535,2015/2/18,1489.64,1534.96,1460.2,1472.19,59372.604
536,2015/2/19,1472,1490,1435.7,1477.54,31178.597
537,2015/2/20,1477.5,1545,1476.58,1515.24,53408.6898
538,2015/2/21,1515.24,1545,1501.68,1518.03,38010.6218
539,2015/2/22,1518.03,1537.66,1455.11,1473.15,41928.5401
540,2015/2/23,1473.02,1480,1450.01,1469.5,34839.9859
541,2015/2/24,1469.41,1497.48,1469.01,1482.4,35994.1172
542,2015/2/25,1482.4,1494.1,1465,1485,30278.826
543,2015/2/26,1485.5,1488,1460,1475.61,23329.3357
544,2015/2/27,1475.7,1644.71,1472.03,1586.01,71802.1235
545,2015/2/28,1586.01,1617.87,1562.08,1584.71,51789.364
546,2015/3/1,1585.36,1606.56,1538,1557,38312.3518
547,2015/3/2,1557,1669.16,1551.72,1633.45,88855.8548
548,2015/3/3,1633.45,1749.2,1632.3,1690.65,109997.9609
549,2015/3/4,1690.66,1796.21,1686.58,1760.93,111306.7538
550,2015/3/5,1761.84,1776,1657,1684,84601.8485
551,2015/3/6,1683.68,1750,1651,1701,85619.2848
552,2015/3/7,1701,1730,1676,1703.08,41180.0412
553,2015/3/8,1703.08,1729,1691.58,1705.8,51225.4704
554,2015/3/9,1705.8,1780.9,1697,1768.1,75129.7943
555,2015/3/10,1768.1,1891.07,1764.46,1824,136399.5245
556,2015/3/11,1824,1870,1806,1855.57,68232.8325
557,2015/3/12,1855.32,1870,1822,1837.38,64405.5863
558,2015/3/13,1837.53,1857.75,1790.83,1822.95,64936.1357
559,2015/3/14,1822.95,1828.78,1762.2,1783,53824.0529
560,2015/3/15,1783,1790,1751,1780.11,37349.1147
561,2015/3/16,1780.11,1845,1775.99,1828.7,61092.7589
562,2015/3/17,1828.7,1832.36,1790,1800.08,44536.6462
563,2015/3/18,1800,1802,1657,1694.65,85996.6523
564,2015/3/19,1694.68,1701.36,1531.97,1618.29,135210.8664
565,2015/3/20,1618.37,1644.24,1562,1623.56,89990.533
566,2015/3/21,1623.56,1631,1571.55,1622.26,65861.4594
567,2015/3/22,1622.26,1630.48,1597.31,1614.86,41369.5436
568,2015/3/23,1614.86,1674.52,1609.22,1649.2,78688.0129
569,2015/3/24,1648.8,1655.96,1480,1507.87,106935.4236
570,2015/3/25,1507.89,1549,1435,1534.79,111372.4058
571,2015/3/26,1534.79,1595,1498.34,1562,105312.9789
572,2015/3/27,1562,1594.15,1512.22,1537.3,70103.0507
573,2015/3/28,1537.27,1586,1521,1565.88,59182.9803
574,2015/3/29,1565.88,1577.85,1470,1513,46430.9322
575,2015/3/30,1512.95,1539,1468.46,1527.62,60083.8722
576,2015/3/31,1527.62,1550,1495.11,1506,48249.8628
577,2015/4/1,1505.95,1528.33,1482.64,1508.1,47319.7595
578,2015/4/2,1508.05,1548,1505,1537.63,56568.2362
579,2015/4/3,1537.68,1596.62,1537.68,1583.14,77047.3323
580,2015/4/4,1583.29,1584.36,1550.1,1563.81,35046.8406
581,2015/4/5,1563.81,1605,1556.4,1595.04,38030.048
582,2015/4/6,1594.78,1621.67,1588,1595.88,39839.328
583,2015/4/7,1595.88,1599.71,1563,1580.49,44292.8968
584,2015/4/8,1580.79,1589.18,1480,1512.16,64446.9915
585,2015/4/9,1512.16,1516.4,1465.02,1514,70552.6134
586,2015/4/10,1514,1520,1435,1445.64,66415.6879
587,2015/4/11,1445.99,1507.5,1430,1469.98,76049.3217
588,2015/4/12,1470,1474.6,1440,1462.81,41674.7316
589,2015/4/13,1462.89,1472.9,1445,1455.05,32608.6892
590,2015/4/14,1455.05,1459.9,1341.62,1354.53,80640.0889
591,2015/4/15,1355.81,1381.78,1339,1367.32,50697.5248
592,2015/4/16,1367.47,1412.92,1364,1405.63,52610.9776
593,2015/4/17,1405.95,1428.51,1364.65,1376.47,66191.3182
594,2015/4/18,1376.47,1393,1362.18,1378.22,60125.0362
595,2015/4/19,1378.22,1407,1374.18,1398.5,29669.3637
596,2015/4/20,1398.5,1403.99,1364.81,1386.26,49786.1594
597,2015/4/21,1386.2,1403.49,1380.51,1399.19,33897
598,2015/4/22,1399.2,1500,1393.65,1470.8,62182.1901
599,2015/4/23,1470.66,1478.38,1450,1459.93,35608.0517
600,2015/4/24,1459.93,1474,1429,1438.69,56780.4789
601,2015/4/25,1438.69,1449,1409,1419.95,37592.1841
602,2015/4/26,1419.65,1425,1323.25,1327.48,66524.0944
603,2015/4/27,1327.48,1380.56,1325.99,1374.9,52649.7869
604,2015/4/28,1374.9,1431,1364,1392.5,64415.9605
605,2015/4/29,1392.5,1408.96,1375.31,1390.1,39113.9815
606,2015/4/30,1390.1,1462.95,1382,1443.98,70381.4314
607,2015/5/1,1443.98,1478.2,1435.22,1448,60615.8855
608,2015/5/2,1448,1458.68,1429.94,1447.92,35799.12
609,2015/5/3,1448.04,1516,1444.9,1496.5,65393.3749
610,2015/5/4,1496.25,1509.67,1466.02,1468.84,44343.8066
611,2015/5/5,1469.06,1483.13,1437,1458.14,45929.9123
612,2015/5/6,1458.16,1466,1446.56,1454.23,30911.6742
613,2015/5/7,1454.21,1460.5,1408.6,1429.59,45817.1619
614,2015/5/8,1429.59,1522.68,1429.59,1519.03,58870.1855
615,2015/5/9,1518.43,1550,1479,1495.5,69015.3967
616,2015/5/10,1495.55,1524,1475.07,1490.46,48958.0154
617,2015/5/11,1490.4,1508.27,1481.1,1503.7,42688.4361
618,2015/5/12,1503.7,1520.7,1485.06,1500.12,46046.6429
619,2015/5/13,1500.34,1517.9,1495.15,1509.5,30350.3217
620,2015/5/14,1509.5,1513,1442,1464.22,40327.5161
621,2015/5/15,1464.22,1480.23,1436.5,1471.31,33953.665
622,2015/5/16,1471.31,1474.94,1458.5,1467.73,16898.8968
623,2015/5/17,1467.96,1478.34,1452.12,1474.76,18317.5763
624,2015/5/18,1474.94,1475.93,1460,1465.96,13638.133
625,2015/5/19,1466.03,1470,1437.28,1448.05,26665.9763
626,2015/5/20,1448.01,1455,1440.81,1453.93,12590.8758
627,2015/5/21,1454,1468,1441,1462.68,23916.39
628,2015/5/22,1462.98,1475.19,1457.2,1469.8,25768.4748
629,2015/5/23,1469.8,1506.75,1467.46,1495.44,42089.2168
630,2015/5/24,1495.44,1501,1481.36,1499.19,29990.5498
631,2015/5/25,1499.42,1516,1470.1,1482.98,28846.4358
632,2015/5/26,1482.98,1487.98,1467,1481.02,27657.623
633,2015/5/27,1481,1499.12,1477.1,1480,23623.0469
634,2015/5/28,1480,1488.42,1475,1483.71,18585.5043
635,2015/5/29,1483.44,1487.99,1466.01,1476.9,25094.6884
636,2015/5/30,1476.9,1481.39,1442.8,1451.19,29985.7712
637,2015/5/31,1451.19,1454.24,1433.33,1445.3,17269.1727
638,2015/6/1,1445.3,1448.96,1381,1386.4,28009.247
639,2015/6/2,1386.26,1416.4,1375.04,1408.27,30068.0188
640,2015/6/3,1408.16,1417.57,1390.95,1404.92,21242.2787
641,2015/6/4,1404.92,1417,1391.26,1404.5,24159.2879
642,2015/6/5,1404.5,1411.07,1385.71,1402.47,34270.1373
643,2015/6/6,1402.52,1404.65,1390.06,1394.28,16188.2184
644,2015/6/7,1394.28,1402.9,1371.06,1376.73,16412.6052
645,2015/6/8,1376.73,1415.58,1373.86,1408.64,33643.6669
