date,Network Value,Txn Value,NVT,Network Value1,Txn Value1,NVT1
2/6/2017,16511713438,218667131,75.51072413,"$16,511,713,438.00 ","$218,667,131 ",75.51072413
2/8/2017,16925772491,268446936,63.05071971,"$16,925,772,491.00 ","$268,446,936 ",63.05071971
2/10/2017,16112416199,295832937,54.46457852,"$16,112,416,199.00 ","$295,832,937 ",54.46457852
2/12/2017,16104421020,116833030,137.8413365,"$16,104,421,020.00 ","$116,833,030 ",137.8413365
2/14/2017,16370570040,230076645,71.15268048,"$16,370,570,040.00 ","$230,076,645 ",71.15268048
2/16/2017,16762256640,216881376,77.28767184,"$16,762,256,640.00 ","$216,881,376 ",77.28767184
2/18/2017,17138105285,177697931,96.44515969,"$17,138,105,285.00 ","$177,697,931 ",96.44515969
2/20/2017,17714421920,194658609,91.0025097,"$17,714,421,920.00 ","$194,658,609 ",91.0025097
2/22/2017,18237515765,223493551,81.60197776,"$18,237,515,765.00 ","$223,493,551 ",81.60197776
2/24/2017,19102806731,377500127,50.60344454,"$19,102,806,731.00 ","$377,500,127 ",50.60344454
2/26/2017,19133795678,199679378,95.82259262,"$19,133,795,678.00 ","$199,679,378 ",95.82259262
2/28/2017,19241800144,254779003,75.52349249,"$19,241,800,144.00 ","$254,779,003 ",75.52349249
3/2/2017,20387931250,434381701,46.93552056,"$20,387,931,250.00 ","$434,381,701 ",46.93552056
3/4/2017,20515484348,257999764,79.51745402,"$20,515,484,348.00 ","$257,999,764 ",79.51745402
3/6/2017,20707990380,292399612,70.82085457,"$20,707,990,380.00 ","$292,399,612 ",70.82085457
3/8/2017,18785978289,301922503,62.22119289,"$18,785,978,289.00 ","$301,922,503 ",62.22119289
3/10/2017,17733596764,300514966,59.01069413,"$17,733,596,764.00 ","$300,514,966 ",59.01069413
3/12/2017,19853444813,213603425,92.94534851,"$19,853,444,813.00 ","$213,603,425 ",92.94534851
3/14/2017,20209938485,340925457,59.27964032,"$20,209,938,485.00 ","$340,925,457 ",59.27964032
3/16/2017,19100245120,498470435,38.31770911,"$19,100,245,120.00 ","$498,470,435 ",38.31770911
3/18/2017,15295539370,358857764,42.62284641,"$15,295,539,370.00 ","$358,857,764 ",42.62284641
3/20/2017,16908833575,302711967,55.85782994,"$16,908,833,575.00 ","$302,711,967 ",55.85782994
3/22/2017,16558917210,378214892,43.78176942,"$16,558,917,210.00 ","$378,214,892 ",43.78176942
3/24/2017,15205794660,393959388,38.59736591,"$15,205,794,660.00 ","$393,959,388 ",38.59736591
3/26/2017,15443296851,225668754,68.43347418,"$15,443,296,851.00 ","$225,668,754 ",68.43347418
3/28/2017,16971709883,427464477,39.70320526,"$16,971,709,883.00 ","$427,464,477 ",39.70320526
3/30/2017,16896048000,338050783,49.98079824,"$16,896,048,000.00 ","$338,050,783 ",49.98079824
4/1/2017,17720120644,275462685,64.32857009,"$17,720,120,644.00 ","$275,462,685 ",64.32857009
4/3/2017,18556863561,352832393,52.59399064,"$18,556,863,561.00 ","$352,832,393 ",52.59399064
4/5/2017,18469918530,366491387,50.39659639,"$18,469,918,530.00 ","$366,491,387 ",50.39659639
4/7/2017,19415828025,387791486,50.06770057,"$19,415,828,025.00 ","$387,791,486 ",50.06770057
4/9/2017,19815481984,221823326,89.33001913,"$19,815,481,984.00 ","$221,823,326 ",89.33001913
4/11/2017,20153773955,356178072,56.58342138,"$20,153,773,955.00 ","$356,178,072 ",56.58342138
4/13/2017,19349213565,295378008,65.50661534,"$19,349,213,565.00 ","$295,378,008 ",65.50661534
4/15/2017,19498363475,277386309,70.29317184,"$19,498,363,475.00 ","$277,386,309 ",70.29317184
4/17/2017,20183091638,350736258,57.54492493,"$20,183,091,638.00 ","$350,736,258 ",57.54492493
4/19/2017,20638607438,318007414,64.89976805,"$20,638,607,438.00 ","$318,007,414 ",64.89976805
4/21/2017,21588070556,343765583,62.79881303,"$21,588,070,556.00 ","$343,765,583 ",62.79881303
4/23/2017,22086609058,216214543,102.1513573,"$22,086,609,058.00 ","$216,214,543 ",102.1513573
4/25/2017,20846606999,392344256,53.13345791,"$20,846,606,999.00 ","$392,344,256 ",53.13345791
4/27/2017,21926056741,403324576,54.36330451,"$21,926,056,741.00 ","$403,324,576 ",54.36330451
4/29/2017,21762127405,358298056,60.7374979,"$21,762,127,405.00 ","$358,298,056 ",60.7374979
5/1/2017,23107339286,442436011,52.22752836,"$23,107,339,286.00 ","$442,436,011 ",52.22752836
5/3/2017,24586863671,478643852,51.36776237,"$24,586,863,671.00 ","$478,643,852 ",51.36776237
5/5/2017,25012643353,572492738,43.69076091,"$25,012,643,353.00 ","$572,492,738 ",43.69076091
5/7/2017,25060400380,425425969,58.90660702,"$25,060,400,380.00 ","$425,425,969 ",58.90660702
5/9/2017,28093005954,761394965,36.89675823,"$28,093,005,954.00 ","$761,394,965 ",36.89675823
5/11/2017,29726737675,663588561,44.79694109,"$29,726,737,675.00 ","$663,588,561 ",44.79694109
5/13/2017,28932596583,444311276,65.11785355,"$28,932,596,583.00 ","$444,311,276 ",65.11785355
5/15/2017,28143078402,691417744,40.70343673,"$28,143,078,402.00 ","$691,417,744 ",40.70343673
5/17/2017,29527347104,937290193,31.50288709,"$29,527,347,104.00 ","$937,290,193 ",31.50288709
5/19/2017,32051195728,858596952,37.32973386,"$32,051,195,728.00 ","$858,596,952 ",37.32973386
5/21/2017,33448303438,545513368,61.31527733,"$33,448,303,438.00 ","$545,513,368 ",61.31527733
5/23/2017,37399030238,1026598217,36.43005572,"$37,399,030,238.00 ","$1,026,598,217 ",36.43005572
5/25/2017,39035030223,1209302552,32.27896125,"$39,035,030,223.00 ","$1,209,302,552 ",32.27896125
5/27/2017,32941397093,646375171,50.96327731,"$32,941,397,093.00 ","$646,375,171 ",50.96327731
5/29/2017,37233600371,574153811,64.84952232,"$37,233,600,371.00 ","$574,153,811 ",64.84952232
5/31/2017,37407051148,853819146,43.81144567,"$37,407,051,148.00 ","$853,819,146 ",43.81144567
6/2/2017,40038367307,726398967,55.11897607,"$40,038,367,307.00 ","$726,398,967 ",55.11897607
6/4/2017,41195730260,627567197,65.64353655,"$41,195,730,260.00 ","$627,567,197 ",65.64353655
6/6/2017,47218046132,886338620,53.27314533,"$47,218,046,132.00 ","$886,338,620 ",53.27314533
6/8/2017,45750548628,810352769,56.45757055,"$45,750,548,628.00 ","$810,352,769 ",56.45757055
6/10/2017,46618837862,671075205,69.46887249,"$46,618,837,862.00 ","$671,075,205 ",69.46887249
6/12/2017,43553314505,839906529,51.85495413,"$43,553,314,505.00 ","$839,906,529 ",51.85495413
6/14/2017,40110100599,753304915,53.24550495,"$40,110,100,599.00 ","$753,304,915 ",53.24550495
6/16/2017,40413077779,624436120,64.71931473,"$40,413,077,779.00 ","$624,436,120 ",64.71931473
6/18/2017,41117798760,522791408,78.65048686,"$41,117,798,760.00 ","$522,791,408 ",78.65048686
6/20/2017,45187876438,712285162,63.44071002,"$45,187,876,438.00 ","$712,285,162 ",63.44071002
6/22/2017,44743205311,692310515,64.62881084,"$44,743,205,311.00 ","$692,310,515 ",64.62881084
6/24/2017,42487095409,415023200,102.3728201,"$42,487,095,409.00 ","$415,023,200 ",102.3728201
6/26/2017,39989166645,694801740,57.55478769,"$39,989,166,645.00 ","$694,801,740 ",57.55478769
6/28/2017,42442320274,723115848,58.69366626,"$42,442,320,274.00 ","$723,115,848 ",58.69366626
6/30/2017,40682623613,751359279,54.14536657,"$40,682,623,613.00 ","$751,359,279 ",54.14536657
7/2/2017,41080316972,471702117,87.0895328,"$41,080,316,972.00 ","$471,702,117 ",87.0895328
7/4/2017,42709239179,568885136,75.07532972,"$42,709,239,179.00 ","$568,885,136 ",75.07532972
7/6/2017,42886924819,538505332,79.64066882,"$42,886,924,819.00 ","$538,505,332 ",79.64066882
7/8/2017,42110891329,558655116,75.3790489,"$42,110,891,329.00 ","$558,655,116 ",75.3790489
7/10/2017,38900014611,686994895,56.62344058,"$38,900,014,611.00 ","$686,994,895 ",56.62344058
7/12/2017,39232323095,568381380,69.02464525,"$39,232,323,095.00 ","$568,381,380 ",69.02464525
7/14/2017,36037038605,486550966,74.06631804,"$36,037,038,605.00 ","$486,550,966 ",74.06631804
7/16/2017,31771903140,461314550,68.87253639,"$31,771,903,140.00 ","$461,314,550 ",68.87253639
7/18/2017,38179206708,619790725,61.60015822,"$38,179,206,708.00 ","$619,790,725 ",61.60015822
7/20/2017,47702949608,755326163,63.15543134,"$47,702,949,608.00 ","$755,326,163 ",63.15543134
7/22/2017,46223084883,498204138,92.77940786,"$46,223,084,883.00 ","$498,204,138 ",92.77940786
7/24/2017,45316644721,552414399,82.03378621,"$45,316,644,721.00 ","$552,414,399 ",82.03378621
7/26/2017,41097019289,676202733,60.77618042,"$41,097,019,289.00 ","$676,202,733 ",60.77618042
7/28/2017,45828471054,1328334474,34.50070141,"$45,828,471,054.00 ","$1,328,334,474 ",34.50070141
7/30/2017,45251045529,1121219507,40.35877477,"$45,251,045,529.00 ","$1,121,219,507 ",40.35877477
8/1/2017,44675298136,1369195846,32.62885895,"$44,675,298,136.00 ","$1,369,195,846 ",32.62885895
8/3/2017,46065116956,970956326,47.44303707,"$46,065,116,956.00 ","$970,956,326 ",47.44303707
8/5/2017,53069653155,983755830,53.94596051,"$53,069,653,155.00 ","$983,755,830 ",53.94596051
8/7/2017,56200758544,1385571339,40.56143264,"$56,200,758,544.00 ","$1,385,571,339 ",40.56143264
8/9/2017,55390344637,807119553,68.62718716,"$55,390,344,637.00 ","$807,119,553 ",68.62718716
8/11/2017,59942989325,991542730,60.45426736,"$59,942,989,325.00 ","$991,542,730 ",60.45426736
8/13/2017,68093665581,926444962,73.49995777,"$68,093,665,581.00 ","$926,444,962 ",73.49995777
8/15/2017,69618446261,1206087776,57.72253697,"$69,618,446,261.00 ","$1,206,087,776 ",57.72253697
8/17/2017,71479165578,1318331836,54.21940334,"$71,479,165,578.00 ","$1,318,331,836 ",54.21940334
8/19/2017,69743600462,1323689300,52.68879976,"$69,743,600,462.00 ","$1,323,689,300 ",52.68879976
8/21/2017,66800518312,819457187,81.51800891,"$66,800,518,312.00 ","$819,457,187 ",81.51800891
8/23/2017,68981289804,1059426387,65.11192345,"$68,981,289,804.00 ","$1,059,426,387 ",65.11192345
8/25/2017,72100292859,765174341,94.2272747,"$72,100,292,859.00 ","$765,174,341 ",94.2272747
8/27/2017,71969913143,781459739,92.09676397,"$71,969,913,143.00 ","$781,459,739 ",92.09676397
8/29/2017,76178812261,1144825472,66.54185648,"$76,178,812,261.00 ","$1,144,825,472 ",66.54185648
8/31/2017,78517382093,1192190047,65.8597866,"$78,517,382,093.00 ","$1,192,190,047 ",65.8597866
9/2/2017,75760868526,918257380,82.50504729,"$75,760,868,526.00 ","$918,257,380 ",82.50504729
9/4/2017,71870445889,1422579715,50.52120815,"$71,870,445,889.00 ","$1,422,579,715 ",50.52120815
9/6/2017,76816932326,1347017552,57.02741751,"$76,816,932,326.00 ","$1,347,017,552 ",57.02741751
9/8/2017,71356979357,1024260564,69.66682293,"$71,356,979,357.00 ","$1,024,260,564 ",69.66682293
9/10/2017,71691497931,875474656,81.88871881,"$71,691,497,931.00 ","$875,474,656 ",81.88871881
9/12/2017,69874102307,906438524,77.08642169,"$69,874,102,307.00 ","$906,438,524 ",77.08642169
9/14/2017,54993571515,889710944,61.81060477,"$54,993,571,515.00 ","$889,710,944 ",61.81060477
9/16/2017,62365306432,753316072,82.78770196,"$62,365,306,432.00 ","$753,316,072 ",82.78770196
9/18/2017,67843960761,838578662,80.90351431,"$67,843,960,761.00 ","$838,578,662 ",80.90351431
9/20/2017,65938973200,736406710,89.54151601,"$65,938,973,200.00 ","$736,406,710 ",89.54151601
